10000; 160013
20000; 320013
30000; 480013
40000; 640013
50000; 800013
60000; 960013
70000; 1120013
80000; 1280013
90000; 1440013
100000; 1600013
100000; 1600013
200000; 3200013
300000; 4800013
400000; 6400013
500000; 8000013
600000; 9600013
700000; 11200013
800000; 12800013
900000; 14400013
1000000; 16000013
